id	filename	md5	size	state
96f6ccd0-c9e1-449e-8418-2079bc3ca680	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3492-01A-01D-1407-05.gdc_hg38.txt	934d1546d01c2ca0db314f25b5e6c005	141267291	released
873c32ea-cef7-46d8-b0f1-b2b5c7bd4125	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-CK-4951-01A-01D-1407-05.gdc_hg38.txt	3fea5794525ee4ad344ac4ec5e3596ae	141266902	released
7586ec1c-5ec5-48d3-8921-482dcd5010dd	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2685-01A-01D-1407-05.gdc_hg38.txt	1bd7a71b9e32bfbf0322a88e2ca56227	141283168	released
d94d288e-c8d5-4619-9993-f62cbc825e8f	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2684-01A-01D-1407-05.gdc_hg38.txt	b2826c3841b28e19ad73a9aa75d1b232	141281237	released
1bfb0ed0-9af4-45bb-a139-3d7581ab249a	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-5667-11A-01D-1721-05.gdc_hg38.txt	444e65d9783dfb053e66d03094b23979	141290188	released
726f7887-3c44-46b6-93a6-8b02be3759a2	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3663-11A-01D-1721-05.gdc_hg38.txt	298f373293fadbd73fa79ee014d1426b	141290336	released
404f8ae0-b9b7-4b9f-9230-62c06e421d7c	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6924-01A-11D-1926-05.gdc_hg38.txt	d15f2dfa8947b26c21990c24777e5297	141283356	released
10f4bc1a-87c4-44eb-970b-5ac5855d8ca4	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3510-11A-01D-1407-05.gdc_hg38.txt	066fc0439079de2edcc1ce201c32e9d2	141288901	released
cea5b2bf-787f-4a76-ad4a-e0c48d5d508f	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-4107-01A-02D-1407-05.gdc_hg38.txt	927277b69f6be146219e3eccebf5392a	141272811	released
08592de8-0daa-4c58-a6b9-72bf1a7955e5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6311-11A-01D-1721-05.gdc_hg38.txt	c0920ca115e84bce379bc7b6387c12b3	141279260	released
739bc3f6-2105-4786-b0ed-2604cafcb33f	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-A6-5667-01A-21D-1721-05.gdc_hg38.txt	7a86b280522dd4196493d29745ac3c17	141284333	released
19dc6672-b637-4d0a-b062-9d648084a54b	jhu-usc.edu_COAD.HumanMethylation450.14.lvl-3.TCGA-AY-A71X-01A-12D-A36Y-05.gdc_hg38.txt	54354cf4584ba65c8e08c4deada33578	141286327	released
2d45b7e5-4a67-483d-b04c-c3618af8d171	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A28A-01A-21D-A16X-05.gdc_hg38.txt	1b6f0f30926fe733f32c2f99e1c0386f	141290749	released
8a6a0865-2163-4334-b71f-24b0667d2cc8	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6649-01A-11D-1772-05.gdc_hg38.txt	3de3137cec02beb2557e367d358a9b80	141260165	released
8e923a69-8e32-4ad8-beaa-3e335d1458a2	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-D5-5538-01A-01D-1651-05.gdc_hg38.txt	afd41af1aa68f6858f200ff8d4ce659a	141280018	released
a6b02555-4f9e-4984-a6cb-6c77c633a795	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6926-01A-11D-1926-05.gdc_hg38.txt	da50486c49dfe5c6e80ed199575c8a59	141283566	released
b230790a-c9b3-40da-8010-7b282a0b7ff0	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6321-01A-11D-1721-05.gdc_hg38.txt	841f749f6e4b4984e41d4ad08142643e	141262323	released
3ba9376a-dec4-426f-a5a7-1d3048cc4ab3	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4615-01A-01D-1407-05.gdc_hg38.txt	0ef3457587f355e2fb71f3ed4bcd08bc	141265475	released
a8728b97-0ad8-4fdf-a481-7582e0574cde	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6648-01A-11D-1772-05.gdc_hg38.txt	e8b6dbdb3c76ede368f4db2f47a02fc6	141290495	released
1748190e-98da-47f4-8bfa-38bd52bf0b09	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6652-01A-11D-1772-05.gdc_hg38.txt	56982a08fd92008c458ec2c9c515eeb1	141261428	released
a3c95e67-929d-49fd-8ca5-1e17340df04c	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-F4-6855-01A-11D-1926-05.gdc_hg38.txt	6e10c5e7112b3ba581250817a509dd49	141278238	released
2343cccf-e76e-480f-9432-aecd62ff40ec	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-AZ-6601-01A-11D-1772-05.gdc_hg38.txt	5f18bafd44e6e8363ba896dd2126c090	141268789	released
9a25d766-849f-4b2f-8370-8dbc1cdc2fb5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6531-01A-11D-1721-05.gdc_hg38.txt	482819224f511185c7b921b07c3e61f2	141272805	released
767aa8df-1f3e-4ba9-9c34-520ee65d5a30	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-AD-6888-01A-11D-1926-05.gdc_hg38.txt	50d7cd7f5b9949b1ae2e82e1a8c25147	141285287	released
05246959-009b-438f-ba6a-6dc52947afee	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6920-01A-11D-1926-05.gdc_hg38.txt	ff53199c12e97c0cf4e754fc54f497f5	141270948	released
f65840df-7c2e-43c2-a7f3-1b5cd7d261e7	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CA-6716-01A-11D-1837-05.gdc_hg38.txt	0c8a82299590dda7cbf4b44702ac6c37	141276492	released
4b8a5e30-7638-4eba-bd6e-367215ecfcb9	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4614-01A-01D-1407-05.gdc_hg38.txt	f6f38d2b3d76fd29d179a9c49a109923	141282569	released
f0e6cf7b-f4b5-4cdb-ac72-4d4615e6d1de	jhu-usc.edu_COAD.HumanMethylation450.15.lvl-3.TCGA-5M-AATE-01A-11D-A40X-05.gdc_hg38.txt	ea99e17e9b7e83d4754412f384574747	141301643	released
073f5891-e297-4cc4-93c2-0d0f2702a110	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CK-6748-01A-11D-1837-05.gdc_hg38.txt	d7a98b584a43f88536d916a08c2443b7	141254174	released
041c04c9-9c29-4906-9587-f199ebf9f3da	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6537-01A-11D-1721-05.gdc_hg38.txt	fc4c4046c679617a63394fe1f784e842	141293771	released
6ec95be5-8f24-458e-8ed8-68d6412dae40	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3506-11A-01D-1407-05.gdc_hg38.txt	11118a462f8b5ea5b6f350fc30c994de	141286861	released
b1101867-88af-4cfc-b0f6-8bd9bd01b74d	jhu-usc.edu_COAD.HumanMethylation450.14.lvl-3.TCGA-3L-AA1B-01A-11D-A36Y-05.gdc_hg38.txt	b0cf60e49981682ace93e088f7faf62a	141269145	released
5b079301-4eaa-4f27-91de-cbde62cb1d1e	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3495-11A-01D-1407-05.gdc_hg38.txt	8f8d3709163d8d5d54e83250451c3bd4	141288844	released
dff28d33-5dc3-4d48-af2e-20172e3b2113	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6320-01A-11D-1721-05.gdc_hg38.txt	3ae9c7514d9f2130bbe0ec6974a9ccd5	141272043	released
c2d59c29-9a9f-4f5e-9f38-590edec2bc98	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-AZ-6603-01A-11D-1837-05.gdc_hg38.txt	249dbe367c815a5ce0229412e75b387a	141289956	released
ae060c72-be00-41d1-8e7b-b35d413c9f94	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-AZ-6601-11A-01D-1772-05.gdc_hg38.txt	16991e7b49e7f91f3b134f7d79c1e1a3	141286843	released
2ddc62fc-87c5-47dd-8a1a-2ae5b47118dc	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6538-01A-11D-1721-05.gdc_hg38.txt	1e53b147cf41b1445d3c7920fbfea938	141289937	released
4891eef3-c70b-4a1c-a59b-83bd4857da74	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A282-01A-12D-A16X-05.gdc_hg38.txt	e1eee7190becf61b5a65160a34cfbcfe	141279363	released
1f2d77d4-7792-4520-b439-c4f879965f85	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-A6-5659-01A-01D-1651-05.gdc_hg38.txt	3ca81f525f66bc87cfde54314af1a423	141281486	released
8e7cab9d-aa43-46f2-b040-e4f16b14d2e5	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CK-6746-01A-11D-1837-05.gdc_hg38.txt	322500585e55eea99da2056ec8ed21ac	141268533	released
aae5b18b-4d7c-417e-9d18-c10776b2c4fe	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3509-11A-01D-1407-05.gdc_hg38.txt	dcd6f80d240d172d9c5484fe27026309	141284823	released
fea847f9-69a9-4fd2-88a0-bf12ffe11275	jhu-usc.edu_COAD.HumanMethylation450.11.lvl-3.TCGA-A6-2677-01A-01D-A27A-05.gdc_hg38.txt	8490185d925b8e4f87a55b837577c6dc	141286410	released
f0da835b-556b-447f-aaa3-5c6ba0af372c	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-A6-6780-01A-11D-1837-05.gdc_hg38.txt	04c27266900b534140c1b91db4daa009	141270834	released
a36fa977-53d4-4f42-9400-26b1cb61cf16	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-F4-6854-01A-11D-1926-05.gdc_hg38.txt	cb52462d40101c0ecbdf9767e1093ff6	141273897	released
11a7d9c9-65de-4132-b779-46b1790b6a1a	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-AM-5821-01A-01D-1651-05.gdc_hg38.txt	8371ec0cf48ed326974ce5fa74780af9	141260690	released
2d771d41-1d76-4adb-a808-c198f6d2f35a	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-AZ-5403-01A-01D-1651-05.gdc_hg38.txt	b91558561930131267b1c79363ed0194	141290622	released
ef69a45d-b4e2-4e6a-a7b0-36dbef5d9bca	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-A6-6781-01A-22D-A27A-05.gdc_hg38.txt	0467a2c36c64a1f6dab454c2f5d2b064	141282764	released
23f7347b-e3f4-4b34-9f63-af9bff42dd58	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-A6-5666-01A-01D-1651-05.gdc_hg38.txt	d8bc3d5aea69f8f32ebe3701902d49de	141258391	released
c2b63e66-d110-4915-9df5-7f4ef500d3c8	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A1D9-01A-11D-A153-05.gdc_hg38.txt	1a90f342bb181dddd31f7b047405ce34	141287861	released
82f04685-d1d4-4f1f-85d7-9888e34eba0f	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CA-6718-01A-11D-1837-05.gdc_hg38.txt	8db4eaec12833b7c9461db86f0b22d36	141261788	released
e1d5fef9-af72-4b37-90db-7df06ccef0e5	jhu-usc.edu_COAD.HumanMethylation450.13.lvl-3.TCGA-QG-A5Z2-01A-11D-A28O-05.gdc_hg38.txt	f0ab689a232db7bca0c6b96c35e289a9	141272468	released
c88ebb84-2f9a-4601-876e-055f26239fe2	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6650-01A-11D-1772-05.gdc_hg38.txt	9cca9fd5154d135ddded8d85dbf59de1	141266959	released
053e9dfd-a017-4f54-851a-639fd9025c8e	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-A6-5661-01B-05D-2299-05.gdc_hg38.txt	7a66b9d5ed63371bd74132c98b76aafb	141261969	released
ceadcf5b-e266-4039-9108-3f8d26979efc	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3494-11A-01D-1407-05.gdc_hg38.txt	e72658612cbf42bd4623c3045b8b3e8e	141291515	released
c29c2f67-9117-46e3-8fc7-dd870dbd5761	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-6171-01A-11D-1651-05.gdc_hg38.txt	dac1945443bfbbc687ff3fe82380e8a1	141267877	released
18d35537-4de8-4015-b94e-a0bcb598e7e5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-D5-6541-01A-11D-1721-05.gdc_hg38.txt	7a092136a88c6d66c9b5fddfcc298018	141288997	released
d114a7a7-e854-4dab-af3b-9b076b52b70c	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6311-01A-11D-1721-05.gdc_hg38.txt	787b239e9599e68d9e435467f9df9033	141279791	released
50c54bef-2c8e-4d10-a549-158c3b2437ad	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CA-6715-01A-21D-1837-05.gdc_hg38.txt	fb2536a0060ed974cc35866d3f188f75	141291624	released
93810763-df74-40ab-9c00-21d135160447	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CK-4948-01B-11D-1651-05.gdc_hg38.txt	f3e54881d98bd009c0f98d7e43421d1c	141276563	released
3b87d4e6-6fe6-40a7-b8d8-c856f537bcb5	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6298-11A-01D-1721-05.gdc_hg38.txt	73070a4cebfe97d5783a8dff17a3c36b	141269825	released
90e2fbc6-d9cc-49e7-829c-f6dba51dac43	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CA-6717-01A-11D-1837-05.gdc_hg38.txt	24f08d3a4fe4918f4066871c5e532a39	141256321	released
7a25a584-1d1d-45c5-866c-27a05b50197b	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-6162-01A-11D-1651-05.gdc_hg38.txt	0259f9edba029051e0888c9396b3ef80	141281305	released
cf484e7a-1a93-4ef0-a28f-afd01171d4d4	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-5862-01A-01D-1651-05.gdc_hg38.txt	02a35b8be2b31223ebdc19333832c797	141292811	released
ca845101-5ded-4342-b983-8c8fc641796b	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6923-01A-11D-1926-05.gdc_hg38.txt	f6d5b81943ab5fab08c59d6c741b28f5	141286950	released
43e17a1e-aa56-4115-8e7a-902c5202342c	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-AZ-6599-11A-01D-1772-05.gdc_hg38.txt	797824030401587f3ee044123dfcc9b3	141291516	released
3e01c27e-8c53-4b3a-a314-4e0e505bea78	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-D5-6931-01A-11D-1926-05.gdc_hg38.txt	08c19a2e24a3ffd053b5e86faa0a8f60	141268041	released
82691b15-f478-4316-9fe8-50a22cb387ff	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-F4-6703-01A-11D-1837-05.gdc_hg38.txt	d96bf2d7667ae1171099ab18abdd2d9b	141280137	released
34780584-89d9-4af9-bcbc-94bf81134c2a	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A1D0-01A-11D-A153-05.gdc_hg38.txt	f022b73626ecd6a6262c180947eb238e	141295014	released
bb18a5f0-163a-458a-8ea3-ddbde4991d59	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6314-01A-11D-1721-05.gdc_hg38.txt	a4fb36f082bb1a51da40de7cf8e98306	141276374	released
86aad5de-ba13-402a-a6b9-8861426f493d	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AU-3779-01A-01D-1721-05.gdc_hg38.txt	963df42df57a6379d5b09202747764a9	141282758	released
10139bec-e981-439c-872a-565b3a921810	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-D5-5540-01A-01D-1651-05.gdc_hg38.txt	85ca7234799786bae34e7f9519bf3402	141252119	released
0c623350-f62e-41b2-a8cc-41b6e511fc98	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A285-01A-11D-A16X-05.gdc_hg38.txt	ba4a8fab64b1f2fe5d0e62a01b7c4fe6	141266000	released
183ec111-cdf0-45ab-8d2a-9bfa225d3b2d	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-AA-3496-01A-21D-1837-05.gdc_hg38.txt	7b2cff5d26c7658992f64d73d64ca704	141264433	released
a750748e-f8b6-4275-91db-19de92d3005e	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CK-5914-01A-11D-1651-05.gdc_hg38.txt	a06c6d206158acd9a067f75ab3f68640	141273402	released
76308167-1737-432f-8712-50a878d8161f	jhu-usc.edu_COAD.HumanMethylation450.15.lvl-3.TCGA-WS-AB45-01A-11D-A40X-05.gdc_hg38.txt	efa6d8e6353532d1dd08da4933a08557	141254266	released
7e365047-6caf-434a-9094-c88c0fad5092	jhu-usc.edu_COAD.HumanMethylation450.5.lvl-3.TCGA-DM-A1DA-01A-11D-A153-05.gdc_hg38.txt	57757d7d0fcedbd15f20af728a2c7d3a	141287613	released
